Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Ethiopia,ETH,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.0082160318652,..,..,22.4122768771748,..,..,..,..,34.6932353746637,..,42.5762685391233
Ethiopia,ETH,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.3670980387591,..,..,29.5722733384542,..,..,..,..,38.9729367372015,..,41.729944069262
Ethiopia,ETH,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.2639187801133,..,..,43.0952716638443,..,..,..,..,54.2817158546488,..,52.9919326224592
Ethiopia,ETH,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.2036257049364,..,..,65.0437919595396,..,..,..,..,79.8790382883713,..,79.952447680989
Ethiopia,ETH,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.2952258524111,..,..,28.1642872819278,..,..,..,..,46.824519705748,..,37.9447401209686
Ethiopia,ETH,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.9140153365432,..,..,12.6897212036112,..,..,..,..,..,..
Ethiopia,ETH,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.6366160146231,..,..,8.24859379523376,..,..,..,..,..,..
Ethiopia,ETH,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.52217117227348,..,..,7.42279028402838,..,..,..,..,..,..
Ethiopia,ETH,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.42184,29.97445,28.70256,..,..,..,..,19.18834,21.94671,26.19184,..,33.66542,36.1702,40.27072,44.56625,46.8104,47.54802,50.34928,61.18754,65.75849,70.93256,76.57609,76.13867,74.19156,78.06719,79.24993,..,85.7378,85.19824,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Adjusted net enrollment rate, primary, female (% of primary school age children)",SE.PRM.TENR.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.33258,24.63089,24.1272,..,..,..,..,15.57176,17.27408,20.31181,..,26.74153,29.74166,34.27463,38.96163,41.50501,42.64421,46.42757,57.86273,63.16266,68.48561,74.16282,74.37555,72.3039,75.88535,77.10289,..,82.84965,82.03281,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"Adjusted net enrollment rate, primary, male (% of primary school age children)",SE.PRM.TENR.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.43009,35.26267,33.24377,..,..,..,..,22.7423,26.53065,31.95442,..,40.46334,42.48641,46.1645,50.07133,52.03057,52.37258,54.20491,64.45271,68.30408,73.32704,78.93509,77.86184,76.03716,80.20193,81.35303,..,88.56947,88.30147,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.2463289131316,12.018575191471,14.5445504784578,11.0906093042527,14.9179520420797,6.36009365472476,15.0754068408663,10.6010916726903,8.31818355654003,6.45451354813531,..,..,..
Ethiopia,ETH,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31600495277.5844,34838385961.9043,39025463574.2307,44701541823.2368,49659215179.8291,57067353084.8292,60696890187.2968,69847193322.7856,77251758317.7353,83677701375.2592,89078689947.2936,..,..,..
Ethiopia,ETH,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6184173551.58258,6125715368.29099,7469895723.1419,7045847885.39986,8604773030.5463,8559630366.08306,9228878116.84802,9430621555.10186,9877344499.43221,10319145488.6342,11455553936.9434,8477903839.60378,7156092938.11955,5008647067.53438,4910788780.21706,5740512385.08864,5848126624.04502,4962549160.62491,5761874971.72057,6189019692.49771,6217572072.42571,5380864099.86479,4730904784.37173,6436677454.83548,8475073728.9281,10988999945.8071,13701145112.1941,19599043624.9229,23979286257.7846,22294529929.5057,23258760582.8223,31998806867.2355,35448578250.636,42605775685.1162,49659215179.8291,58385906770.7086,65359461545.3577,70731968226.093,82027923370.9125,92691294404.0473,96072352511.7058,..,..,..
Ethiopia,ETH,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.19806269394196,9.01440007543073,11.5121837563541,8.14772858682571,11.8478637092552,3.50066493863417,12.0135792428556,7.66424711346654,5.4213641313878,3.64720131349641,..,..,..
Ethiopia,ETH,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,339.243214759859,363.662154043218,396.444115531603,442.083490602854,478.103253544339,534.748275413787,553.468020801149,619.959340063959,667.474555889477,703.660782048609,729.324707334046,..,..,..
Ethiopia,ETH,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,175.169143710425,166.90735852312,197.926179582755,181.895354510234,215.971679594345,208.579904419567,217.354442770249,213.600120838101,215.28795202043,216.744351837858,230.414311300154,163.496455513693,133.238516098192,90.0649388528428,85.3496043954253,96.5317081314675,95.2393213805419,78.3187052636926,88.1363466703902,91.8095613264069,89.4772243841399,75.1144728928918,64.0760415802926,84.6071746488098,108.145302239923,136.165114368748,164.869009970987,229.111564691415,272.468246480165,246.243603352113,249.691552051196,334.021072183899,360.107964501053,421.357055405354,478.103253544339,547.103751381219,595.983941030785,627.812547029982,708.74181914855,779.457700647764,786.584764773159,..,..,..
Ethiopia,ETH,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.53356354420884,8.05778452680877,5.15659050957143,10.4582761296064,9.21858578201313,12.2455657768869,13.5265871370052,19.8946328375635,17.5516338836143,16.1602347741379,14.193319415249,..,..,..
Ethiopia,ETH,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2720779256.8236,3482133631.58562,2451516859.82522,5800100641.07152,5930024440.438,9068323629.94698,10995112277.5023,16690012128.4233,16730743925.5859,17298745919.8486,15713992973.5519,..,..,..
Ethiopia,ETH,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.15949438986066,6.76466956601294,3.9666978796291,9.32403894924653,8.16568435818896,11.2589800564227,12.5870691381596,18.9899753915468,16.7012177955312,15.3541249457311,13.4418031828115,..,..,..
Ethiopia,ETH,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2282681053.97741,2923320091.77048,1885824889.85574,5171059132.18377,5252726281.66491,8337718056.88802,10231423271.5903,15931076596.9477,15920101799.9431,16435844526.3974,14881959222.2827,..,..,..
Ethiopia,ETH,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.231180847646907,0.222887543686393,0.195238333682962,0.311442458170202,0.483243370670729,0.516704534561162,0.537167549032811,0.596562424805329,0.713315282531029,0.738044867090746,0.807592390431743,1.04387989012075,1.18116805434087,1.23264588477783,1.16802534010773,0.950191511195924,0.868812812555022,0.77827231805909,0.643031299735692,0.556684738406824,0.619941858733694,0.705404510961565,0.609688462326258,0.685380919202898,0.749191117998188,0.696787973684147,0.725951914487739,0.728224151310222,0.805131946808449,0.785435846738338,0.789429222876526,0.88506005870217,..,..,..
Ethiopia,ETH,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27991653.6683338,29845560.6762435,20361830.5023589,27202725.5908952,33094729.930697,39287952.9487082,45682657.7622067,50661667.4432111,55294854.0885896,56448203.8735982,66079336.0784552,85390100.0294429,92098125.4891613,105484671.655631,117592781.511806,117494547.918222,132428462.028385,153489359.84869,174176924.37764,180342130.50396,184901223.58817,224906037.337296,263473997.398735,325839888.916844,415497145.986136,448221648.250252,537595977.213231,591938397.006287,675441565.920339,748701010.338579,845045615.927514,979885475.463556,..,..,..
Ethiopia,ETH,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.36738760806087,2.25688513397624,2.01288113471338,2.06734762147851,2.05503511951756,2.16678316893774,2.34183431661498,2.60540673554701,3.04035303340032,2.82270610385604,3.2041710031933,3.59306613620059,3.34516605604776,3.72750207239695,3.53423207991328,3.70918682011856,3.76415391948894,4.5115246853609,4.94797763436455,5.77372430086023,5.76820377151856,7.64595855670653,8.32069937380551,8.09269746627434,7.91960730353109,9.0705204957593,8.67286643476166,8.91362128983898,9.56518160518953,9.45657182348929,9.75813838290285,11.1212024695465,11.4755982934121,9.80933153240695,10.5850922794928,9.9147794643434,9.68189345644672,9.29685250058598,8.41537950097579,7.90236639510838,7.38814222978281,..,..,..
Ethiopia,ETH,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,173241875.220148,173755007.946308,172189184.207225,166975232.07726,194153560.928825,212720090.785272,245424392.503539,282539330.927498,346486132.692551,341776632.756833,429051702.536679,374728682.984384,292181210.016376,255276496.045604,268727550.036649,315442569.799044,319661960.165254,349724876.647725,378438307.37227,472421326.675604,471843074.765245,596171262.888956,712050599.632908,814744999.372159,979287510.837772,1382570631.66213,1710445927.77574,2414419238.95361,3098711192.03656,2820476914.85806,3111213780.72281,4805975267.02762,5455663512.67621,5440199647.1036,6809054816.64633,7342284590.22459,7869945651.05174,7799318653.31906,8021792181.91723,8459099161.93174,8179708473.38764,..,..,..
Ethiopia,ETH,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,..,..,..,..,..,..,..,..,..,..,2.3943886,2.3943886,2.3943886,2.3943886,2.3943886,2.3943886,2.3943886,2.3943886,2.3943886,2.3943886,2.3943886,2.3943886,1.6,1.8,1.7,2,1.8,1.9,1.9,2,2,2,2.7363219,1.9,2.1,3.993439,2.8,2.8,3.4267446,2.3,2.43,2.38,2.33,2.64499999999996,2.95999999999994,3.27500000000001,3.59,3.69,3.82,3.14,2.96,3.66,3.64,2.88,2.84717082084038,3.07445529644556,3.07445529644556,3.07445529644556,3.07445529644556,3.07445529644556,3.07445529644556,3.07445529644556,..,..,..
Ethiopia,ETH,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,175217767.32181,123182171.980676,153978556.521739,137305352.801932,188954007.729469,176711804.347826,199120126.666667,206042581.15942,227924934.299516,242162393.236716,267808242.512078,285376963.000351,165954182.760962,143817664.292013,303643635.852329,238122057.009006,237783445.525052,265634772.303676,175911891.943708,198828999.100404,194685653.007997,181674937.449518,226348020.931761,298002638.575318,404965356.876185,547204382.591667,727734656.237206,1034717674.54565,1017226179.76389,882837017.876037,1166927746.93548,1573008855.8215,1369193179.71661,1579024793.2398,1977699777.39198,2276755204.45089,2499076879.79193,2579223080.16095,2930663014.99787,3291054972.80635,3403852722.00242,..,..,..
Ethiopia,ETH,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00732781213489297,0.00297549538654149,0.00502205411466776,0.00684933467445766,0.00476662701406528,0.00706121533079987,0.00622097411954987,0.00270919240068656,0.00261687790489549,3.92420633308106E-06,4.47786042677816E-06,3.14598270775739E-06,2.51208162932991E-06,4.94034672151013E-06,..,..,..
Ethiopia,ETH,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984873.48998007,963933.695846081,1497856.51290722,2183791.98898141,2059875.41360513,3357002.73313943,3450116.97259982,1742737.71810711,1937901.1287858,3189.7986384365,3756.5681881399,2998.84508911437,2689.06129416153,5469.6559273734,..,..,..
Ethiopia,ETH,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.629238342525,30.9810640540065,28.3984205184769,31.5369800043276,29.6426303913377,31.0546554650742,30.7727685559501,33.3122169084508,29.2100105782176,27.2843606686644,25.2286794342964,..,..,..
Ethiopia,ETH,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00799177332169293,0.00496557450196939,0.00770895611117188,0.00917660227032039,0.00798146576200686,0.00954077483298816,0.00985950425187068,0.0093117284510131,0.00296175463293435,0.00296265395327664,0.0123716661913345,0.00869535812841781,0.014977054185312,0.122634295723498,0.0623664527804779,0.07990367713633,0.0604721105007804,0.0451495289808396,0.0587186430495079,0.0953094600881266,0.0890056700553886,0.171709577982613,0.0573149973043249,0.0298911464160882,0.049564918054141,0.103119059111917,0.0977013732548201,0.0714385772349539,0.083533513072501,0.207275088752884,0.538373369364502,0.422106230858673,0.264483354195985,0.176357820172167,0.0864250462626186,0.0915884581828104,0.0864797538711847,0.0289620112774212,0.0224035823334508,0.0628107729719989,0.206095286013294,..,..,..
Ethiopia,ETH,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,..,..,..,..,..,..,..,..,..,..,0,0,0,0,62633.7745499495,9076.54819325802,0,0,0,146607.141230851,702581.853917103,584825.987882266,382293.907677784,659452.185715381,741174.477793738,754064.971643366,936648.630896482,1033276.70289633,1009796.08689597,337528.865061424,358721.685828844,1656617.0898237,906857.813361903,1308160.41446847,8398560.93954735,4742072.30346498,6795295.70081656,5135452.4260883,3499906.25226157,4491003.30052444,7798471.00992679,7280725.62863347,13388552.2916199,4904777.39491241,3009338.00744446,6128877.77964398,15717883.3077354,19268475.6855012,19350460.3427752,27061298.2117826,61820986.9035767,171651044.514367,182411219.570914,125739168.303373,97807047.0852123,55594496.6746726,67824859.602423,70295233.6693378,24296820.3248778,21355766.7350089,67235879.7912247,228176354.068071,..,..,..
Ethiopia,ETH,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.1245463512656,18.1768559531423,10.6644902773437,10.6968588660984,6.8670022170387,10.6441650537239,9.59640761025409,10.4311080767491,10.2877386930415,11.9522897102372,11.2454080725759,15.1170017736138,14.725132888984,23.1371227036965,31.8804016546839,28.7899907859261,27.3716973961113,31.4705442624303,19.7170788974699,18.5868170647634,18.2230030599096,23.3438987747775,36.3960995487017,27.9730858522943,23.5415263688839,18.834827011506,21.8550738925476,18.7300746776813,16.4149392889461,15.7937209767578,17.2921319044518,14.832388595325,13.9608507962904,13.3673520451565,12.2166196525932,11.2428136058017,9.91051910763354,6.39005491993835,5.53201664333472,5.50678557298729,5.83661302700807,..,..,..
Ethiopia,ETH,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.1165545779439,18.1718903786403,10.6567813212325,10.6876822638281,6.85902075127669,10.6346242788909,9.58654810600222,10.4217963482981,10.2847769384086,11.9493270562839,11.2330364063846,15.1083064154854,14.7101558347987,23.014488407973,31.8180352019034,28.7100871087898,27.3112252856105,31.4253947334495,19.6583602544204,18.4915076046753,18.1339973898542,23.1721891967949,36.3387845513974,27.9431947058782,23.4919614508298,18.7317079523941,21.7573725192928,18.6513082883115,16.3284302804871,15.5814238338902,16.7469092004128,14.4055157374523,13.6893062267636,13.1847732508648,12.1274854139299,11.148608269714,9.82403542955602,6.3610884308005,5.50960991501856,5.44397228793366,5.63051280064805,..,..,..
